0.000000000000000e+00	2.313135e-03
3.906250045648818e-10	2.313135e-03
5.311611659376813e-10	2.313135e-03
8.122334886832802e-10	2.313135e-03
1.374378134174478e-09	2.313135e-03
2.334889643669168e-09	2.313135e-03
3.476391468008947e-09	2.313135e-03
5.050533184930054e-09	2.313135e-03
7.017581823704575e-09	2.313135e-03
9.207599623155179e-09	2.313135e-03
1.152740794876817e-08	2.313135e-03
1.386757330978085e-08	2.313135e-03
1.539304429814812e-08	2.313135e-03
1.682309833744726e-08	2.313135e-03
1.837160630720583e-08	2.313135e-03
2.002892444962808e-08	2.313135e-03
2.163075538617572e-08	2.313135e-03
2.311160406105185e-08	2.313135e-03
2.470270595892807e-08	2.313135e-03
2.645668563738961e-08	2.313135e-03
2.858930959791771e-08	2.313135e-03
3.083763163582526e-08	2.313135e-03
3.259249657344055e-08	2.313135e-03
3.441634484188485e-08	2.313135e-03
3.580608778476529e-08	2.313135e-03
3.720298256999608e-08	2.313135e-03
3.899268547301147e-08	2.313135e-03
4.088737932053898e-08	2.313135e-03
4.221691632464017e-08	2.313135e-03
4.340379577353362e-08	2.313135e-03
4.458767603696814e-08	2.313135e-03
4.596107064164589e-08	2.313135e-03
4.733927029393024e-08	2.313135e-03
4.901691387184595e-08	2.313135e-03
5.055406611239621e-08	2.313135e-03
5.204603934122310e-08	2.313135e-03
5.400716055873649e-08	2.313135e-03
5.599395352322177e-08	2.313135e-03
5.782793758806792e-08	2.313135e-03
5.942444882533304e-08	2.313135e-03
6.092359968400511e-08	2.313135e-03
6.252203447404232e-08	2.313135e-03
6.440862336701666e-08	2.313135e-03
6.651947558924238e-08	2.313135e-03
6.885410760104568e-08	2.313135e-03
7.133918025563774e-08	2.313135e-03
7.418504456435876e-08	2.313135e-03
7.676706844289423e-08	2.313135e-03
8.040439118832365e-08	2.313135e-03
8.218636856938300e-08	2.313135e-03
8.464579522387240e-08	2.313135e-03
8.600147025471086e-08	2.313135e-03
8.738672750032071e-08	2.313135e-03
8.870025972968791e-08	2.313135e-03
9.032785480716506e-08	2.313135e-03
9.191042505431072e-08	2.313135e-03
9.328799028390734e-08	2.313135e-03
9.466896051687090e-08	2.313135e-03
9.604060087352533e-08	2.313135e-03
9.748988093202238e-08	2.313135e-03
9.937426854847867e-08	2.313135e-03
1.012877960790153e-07	2.313135e-03
1.030709227889978e-07	2.313135e-03
1.044494151137717e-07	2.313135e-03
1.057949416509217e-07	2.313135e-03
1.071637426365577e-07	2.313135e-03
1.090111827536277e-07	2.313135e-03
1.106949767372770e-07	2.313135e-03
1.122074553800029e-07	2.313135e-03
1.137264425922718e-07	2.313135e-03
1.151668629009810e-07	2.313135e-03
1.164944579560572e-07	2.313135e-03
1.178476098493821e-07	2.313135e-03
1.192092785848648e-07	2.313135e-03
1.208630663329550e-07	2.313135e-03
1.225718484545205e-07	2.313135e-03
1.239755661241510e-07	2.313135e-03
1.255486021567562e-07	2.313135e-03
1.270068875483318e-07	2.313135e-03
1.285611029079624e-07	2.313135e-03
1.304303188603309e-07	2.313135e-03
1.321955622537631e-07	2.313135e-03
1.339761807007181e-07	2.313135e-03
1.354532546405024e-07	2.313135e-03
1.369304820872032e-07	2.313135e-03
1.387768063927010e-07	2.313135e-03
1.407568717042937e-07	2.313135e-03
1.423567691527031e-07	2.313135e-03
1.441143196489627e-07	2.313135e-03
1.472664385489556e-07	2.313135e-03
1.508404967761697e-07	2.313135e-03
1.548041119361242e-07	2.313135e-03
1.577343562645048e-07	2.313135e-03
1.613401815171431e-07	2.313135e-03
1.630703795790419e-07	2.313135e-03
1.647935221414215e-07	2.313135e-03
1.663921674612363e-07	2.313135e-03
1.681091851136787e-07	2.313135e-03
1.698279548648194e-07	2.313135e-03
1.717251836549715e-07	2.313135e-03
1.731202688595873e-07	2.313135e-03
1.750529393918428e-07	2.313135e-03
1.773885792272855e-07	2.313135e-03
1.793503390322616e-07	2.313135e-03
1.813638488441875e-07	2.313135e-03
1.829519228265428e-07	2.313135e-03
1.845146667725066e-07	2.313135e-03
1.864355585702654e-07	2.313135e-03
